,FlrOnset,Flrmaxtime,Flrendtime,FlrPeakFlux,Flareq,xrsclass,optclass,optlocation,region,radiopatrol,TypeII,TypeIIDur,TypeIV,TypeIVDur,cmepatrol,cmeonset,cmespeed,satid,FlrHpTime,FlrIntFlux,FlrIntFlux2,IntFluxQ,tmewe,emmewe,tchianti,emchianti,Association,S1,S2,S3,S4,S5,GT100,Width,sep,1MHz_fluence,1MHz_close_freq,typeIII_int,FlarePersistence
3757,2001-03-28T06:22:00.000,2001-03-28T06:40:00.000,2001-03-28T07:06:00.000,5.71e-06,16.0,C5.7,SF,N18E10,9393,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-03-28T07:06:00.000,0.0122,0.00462,,7.96,49.7,10.9,48.7,None,,,,,,,,0,24455.82422833021,1040.0,24455.82422833021,2.2000000000000003e-05
3758,2001-03-28T08:44:00.000,2001-03-28T09:18:00.000,2001-03-28T09:28:00.000,8.2e-06,16.0,C8.1,SF,S08E46,9393,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-03-28T09:28:00.000,0.0138,0.00612,,6.99,50.0,10.1,48.9,None,,,,,,,,0,45493.08262609321,1040.0,45493.08262609321,2.2000000000000003e-05
3759,2001-03-28T11:20:00.000,2001-03-28T12:40:00.000,2001-03-28T13:06:00.000,4.32e-05,16.0,M4.3,SF,N18E02,9393,Yes,0,-1.0,1,69.0,Yes,2001-03-28T12:50:05.000,519.0,G8,2001-03-28T13:04:00.000,0.177,0.111,,13.0,50.1,15.0,49.4,None,,,,,,,360.0,0,553213.2106238914,1040.0,553213.2106238914,2.2000000000000003e-05
3760,2001-03-28T18:55:00.000,2001-03-28T19:09:00.000,2001-03-28T19:24:00.000,1.57e-05,16.0,M1.5,1F,N14W05,9393,Yes,0,-1.0,0,-1.0,Yes,2001-03-28T19:27:25.000,258.0,G8,2001-03-28T19:24:00.000,0.0196,0.013,,14.4,49.9,15.8,48.9,None,,,,,,,59.0,0,12414.776067480028,1040.0,12414.776067480028,4.3e-05
3761,2001-03-28T22:17:00.000,2001-03-28T22:49:00.000,2001-03-28T23:04:00.000,1.66e-05,144.0,M1.6,1N,N17W01,9393,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-03-28T23:04:00.000,0.0313,0.0199,,13.3,49.9,15.1,49.0,None,,,,,,,,0,113434.82930384828,1040.0,113434.82930384828,4.3e-05
3762,2001-03-28T23:24:00.000,2001-03-28T23:30:00.000,2001-03-28T23:35:00.000,2.2e-05,-1.0,M2.2,1F,N14W08,9393,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-03-28T23:35:00.000,0.0112,0.0047,,12.9,49.8,14.9,49.1,None,,,,,,,,0,15058.125321507448,1040.0,15058.125321507448,4.3e-05
3763,2001-03-29T02:39:00.000,2001-03-29T02:56:00.000,2001-03-29T03:00:00.000,2.1e-05,16.0,M2.0,1N,N17W04,9393,Yes,0,-1.0,0,-1.0,Yes,2001-03-29T03:06:05.000,274.0,G8,2001-03-29T03:00:00.000,0.011,0.00657,,14.5,49.8,15.9,49.0,None,,,,,,,41.0,0,23601.710185725606,1040.0,23601.710185725606,4.3e-05
3764,2001-03-29T09:45:00.000,2001-03-29T10:15:00.000,2001-03-29T12:11:00.000,0.000171,16.0,X1.7,1N,N16W12,9393,Yes,1,6.0,1,40.0,Yes,2001-03-29T10:26:05.000,942.0,G8,2001-03-29T10:32:00.000,0.228,0.216,,24.6,50.5,21.2,49.9,ProtonFlare,2001-03-29T12:50:00.000,,,,,,360.0,1,502571.39873060654,1040.0,502571.39873060654,4.3e-05
3765,2001-03-29T11:29:00.000,2001-03-29T11:35:00.000,2001-03-29T11:39:00.000,2.19e-05,-1.0,M2.1,SF,N15W12,9393,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-03-29T11:39:00.000,0.0114,0.00379,,10.4,50.0,13.2,49.1,None,,,,,,,,0,12461.449197728276,1040.0,12461.449197728276,0.00017
3766,2001-03-29T14:09:00.000,2001-03-29T14:18:00.000,2001-03-29T14:22:00.000,1.69e-05,-1.0,M1.6,SF,N16W15,9393,Yes,0,-1.0,0,-1.0,Yes,2001-03-29T14:26:05.000,509.0,G8,2001-03-29T14:22:00.000,0.00973,0.00521,,12.4,49.9,14.6,49.0,None,,,,,,,82.0,0,10333.03571213294,1040.0,10333.03571213294,0.00017
3767,2001-03-29T14:51:00.000,2001-03-29T14:58:00.000,2001-03-29T15:05:00.000,1.5e-05,-1.0,M1.5,SF,N16W13,9393,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-03-29T15:05:00.000,0.00999,0.00448,,13.1,49.9,15.1,48.9,None,,,,,,,,0,9887.949530036669,1040.0,9887.949530036669,0.00017
3768,2001-03-29T16:08:00.000,2001-03-29T16:35:00.000,2001-03-29T16:49:00.000,6.32e-06,16.0,C6.3,SF,S08E08,9397,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-03-29T16:49:00.000,0.0117,0.00478,,6.61,49.8,9.57,48.7,None,,,,,,,,0,18908.840455451616,1040.0,18908.840455451616,0.00017
3770,2001-03-30T09:14:00.000,2001-03-30T09:28:00.000,2001-03-30T09:36:00.000,1.04e-05,16.0,M1.0,SF,N17W20,9393,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-03-30T09:36:00.000,0.0112,0.00438,,7.95,49.9,10.8,48.9,None,,,,,,,,0,28120.300881832827,1040.0,28120.300881832827,0.00017
3771,2001-03-31T03:01:00.000,2001-03-31T03:37:00.000,2001-03-31T03:55:00.000,4.13e-06,16.0,C4.1,SF,N17W30,9393,Yes,0,-1.0,0,-1.0,Yes,2001-03-31T04:06:08.000,503.0,G8,2001-03-31T03:55:00.000,0.0116,0.00378,,7.23,49.8,10.4,48.7,None,,,,,,,27.0,0,91759.89181343751,1040.0,91759.89181343751,2.2000000000000003e-05
3772,2001-03-31T10:58:00.000,2001-03-31T11:12:00.000,2001-03-31T11:31:00.000,2.14e-05,16.0,M2.1,SF,N16W34,9393,Yes,0,-1.0,0,-1.0,Yes,2001-03-31T11:26:05.000,414.0,G8,2001-03-31T11:31:00.000,0.0287,0.0232,,17.0,49.7,17.3,49.0,None,,,,,,,109.0,0,63502.722318110624,1040.0,63502.722318110624,5.299999999999999e-06
3773,2001-04-01T10:28:00.000,2001-04-01T12:17:00.000,2001-04-01T13:27:00.000,5.52e-05,16.0,M5.5,SF,S10W88,9389,Yes,0,-1.0,0,-1.0,Yes,2001-04-01T11:26:06.000,1475.0,G8,2001-04-01T13:27:00.000,0.366,0.342,,13.5,50.3,15.3,49.5,None,,,,,,,360.0,0,0.0,1040.0,0.0,2.1000000000000002e-05
3774,2001-04-01T19:31:00.000,2001-04-01T19:49:00.000,2001-04-01T20:47:00.000,4.02e-05,-1.0,M4.0,1F,N17W57,9393,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-04-01T20:11:00.000,0.0522,0.0343,,15.0,49.9,16.2,49.3,None,,,,,,,,0,0.0,1040.0,0.0,5.5e-05
3775,2001-04-01T22:47:00.000,2001-04-01T23:01:00.000,2001-04-01T23:09:00.000,1.3e-05,16.0,M1.2,1N,N12W61,9393,Yes,0,-1.0,0,-1.0,Yes,2001-04-01T23:26:06.000,466.0,G8,2001-04-01T23:09:00.000,0.0158,0.0064,,10.2,49.9,13.0,48.9,None,,,,,,,53.0,0,33720.15205561769,1040.0,33720.15205561769,5.5e-05
3776,2001-04-02T00:12:00.000,2001-04-02T00:28:00.000,2001-04-02T00:41:00.000,3.21e-05,16.0,M3.2,SF,N17W57,9393,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-04-02T00:41:00.000,0.041,0.0268,,16.1,49.9,16.8,49.2,None,,,,,,,,0,34960.56135929587,1040.0,34960.56135929587,5.5e-05
3777,2001-04-02T09:40:00.000,2001-04-02T09:52:00.000,2001-04-02T10:02:00.000,1.92e-05,128.0,M1.9,SF,N15W64,9393,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-04-02T10:02:00.000,0.017,0.00955,,11.7,49.8,14.1,49.0,None,,,,,,,,0,17250.269039975723,1040.0,17250.269039975723,5.5e-05
3778,2001-04-02T10:04:00.000,2001-04-02T10:14:00.000,2001-04-02T10:20:00.000,0.00014,-1.0,X1.4,1B,N17W60,9393,Yes,0,-1.0,0,-1.0,Yes,2001-04-02T10:06:05.000,203.0,G8,2001-04-02T10:20:00.000,0.0864,0.0744,,21.4,50.3,19.6,49.8,None,,,,,,,36.0,0,16686.261500418106,1040.0,16686.261500418106,5.5e-05
3779,2001-04-02T10:52:00.000,2001-04-02T11:36:00.000,2001-04-02T12:05:00.000,0.000111,16.0,X1.1,1F,N16W62,9393,Yes,1,5.0,1,356.0,Yes,2001-04-02T11:26:05.000,992.0,G8,2001-04-02T12:05:00.000,0.3,0.266,,17.6,50.3,17.6,49.7,None,,,,,,,80.0,0,2138247.685032531,1040.0,2138247.685032531,0.00014
3780,2001-04-02T18:00:00.000,2001-04-02T18:50:00.000,2001-04-02T19:20:00.000,2.17e-05,16.0,M2.1,1F,N19W72,9393,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-04-02T19:05:00.000,0.0507,0.0273,,13.6,49.9,15.3,49.1,None,,,,,,,,0,30831.865337539915,1040.0,30831.865337539915,0.00014
3781,2001-04-02T21:26:00.000,2001-04-02T21:51:00.000,2001-04-03T02:52:00.000,0.00171,16.0,X17.1,,N19W72,9393,Yes,1,5.0,0,-1.0,Yes,2001-04-02T22:06:07.000,2505.0,G8,2001-04-02T22:03:00.000,1.51,1.49,,32.1,51.3,24.7,50.9,ProtonFlare,2001-04-02T23:05:00.000,,,,,,244.0,1,2601592.5691268197,1040.0,2601592.5691268197,0.00014
3782,2001-04-03T03:10:00.000,2001-04-03T03:58:00.000,2001-04-03T04:55:00.000,0.000124,16.0,X1.2,1N,S21E83,9415,Yes,0,-1.0,1,73.0,Yes,2001-04-03T03:26:05.000,1613.0,G8,2001-04-03T04:46:00.000,0.458,0.386,,32.1,51.3,24.7,50.9,None,,,,,,,292.0,0,464565.17412809253,1040.0,464565.17412809253,0.002
3783,2001-04-03T12:25:00.000,2001-04-03T12:34:00.000,2001-04-03T12:39:00.000,2.5e-05,-1.0,M2.4,2F,N15W88,9393,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-04-03T12:39:00.000,0.0114,0.00674,,13.4,49.8,15.2,49.1,None,,,,,,,,0,9214.626650892069,1040.0,9214.626650892069,0.002
3785,2001-04-03T23:15:00.000,2001-04-03T23:51:00.000,2001-04-04T00:05:00.000,1.15e-05,16.0,M1.1,SF,S22E70,9415,No,0,-1.0,0,-1.0,Yes,2001-04-04T00:26:05.000,727.0,G8,2001-04-04T00:05:00.000,0.0294,0.0159,,11.7,49.8,14.1,48.8,None,,,,,,,12.0,0,19617.848663333178,1040.0,19617.848663333178,0.00012
3786,2001-04-04T05:04:00.000,2001-04-04T05:33:00.000,2001-04-04T06:17:00.000,5.69e-06,16.0,C5.6,1F,S19E71,9415,Yes,0,-1.0,0,-1.0,Yes,2001-04-04T05:26:06.000,958.0,G8,2001-04-04T06:12:00.000,0.0188,0.00729,,6.16,49.8,8.95,48.7,None,,,,,,,68.0,0,16364.201512926807,1040.0,16364.201512926807,2.4e-05
3787,2001-04-04T09:39:00.000,2001-04-04T10:29:00.000,2001-04-04T11:18:00.000,1.64e-05,16.0,M1.6,SF,S21E68,9415,Yes,0,-1.0,1,84.0,Yes,2001-04-04T09:50:05.000,1065.0,G8,2001-04-04T11:18:00.000,0.0648,0.0392,,12.1,49.8,14.4,49.0,None,,,,,,,89.0,0,30872.134247488528,1040.0,30872.134247488528,2.4e-05
3789,2001-04-05T01:56:00.000,2001-04-05T02:20:00.000,2001-04-05T03:12:00.000,3.16e-05,-1.0,M3.1,SF,N26E70,9418,Yes,0,-1.0,0,-1.0,Yes,2001-04-05T02:06:06.000,1857.0,G8,2001-04-05T03:12:00.000,0.0981,0.0857,,20.7,49.9,19.2,49.2,None,,,,,,,52.0,0,26263.946699881883,1040.0,26263.946699881883,2e-05
3790,2001-04-05T05:06:00.000,2001-04-05T05:18:00.000,2001-04-05T05:28:00.000,1.11e-05,-1.0,M1.1,SF,N22W74,9401,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-04-05T05:28:00.000,0.0104,0.00651,,20.7,49.9,19.2,49.2,None,,,,,,,,0,12753.340423975098,1040.0,12753.340423975098,3.1e-05
3791,2001-04-05T07:55:00.000,2001-04-05T08:34:00.000,2001-04-05T08:36:00.000,1.28e-05,144.0,M1.2,SN,S08E35,9417,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-04-05T08:36:00.000,0.0171,0.0137,,15.7,49.6,16.6,48.8,None,,,,,,,,0,31784.879011331657,1040.0,31784.879011331657,3.1e-05
3792,2001-04-05T08:36:00.000,2001-04-05T09:22:00.000,2001-04-05T09:54:00.000,8.47e-05,-1.0,M8.4,SN,S08E35,9417,Yes,0,-1.0,1,53.0,Yes,2001-04-05T09:06:06.000,1750.0,G8,2001-04-05T09:49:00.000,0.246,0.196,,20.3,50.1,19.0,49.6,None,,,,,,,205.0,0,150507.09834020346,1040.0,150507.09834020346,3.1e-05
3793,2001-04-05T16:30:00.000,2001-04-05T17:25:00.000,2001-04-05T18:32:00.000,5.11e-05,16.0,M5.1,2N,S24E50,9415,Yes,0,-1.0,1,55.0,Yes,2001-04-05T17:06:05.000,1390.0,G8,2001-04-05T18:32:00.000,0.24,0.219,,13.7,50.1,15.4,49.4,None,,,,,,,360.0,0,403308.04206044937,1040.0,403308.04206044937,8.400000000000001e-05
3794,2001-04-06T17:06:00.000,2001-04-06T17:32:00.000,2001-04-06T17:50:00.000,5.29e-06,144.0,C5.2,SF,S19E32,9415,Yes,0,-1.0,0,-1.0,Yes,2001-04-06T17:42:57.000,813.0,G8,2001-04-06T17:50:00.000,0.00948,0.00584,,6.88,49.7,9.93,48.6,None,,,,,,,55.0,0,38748.25151047438,1040.0,38748.25151047438,5.1e-05
3796,2001-04-09T01:31:00.000,2001-04-09T02:56:00.000,2001-04-09T04:33:00.000,6.46e-06,16.0,C6.4,SF,S22E06,9415,Yes,0,-1.0,1,106.0,Yes,,,G8,2001-04-09T04:33:00.000,0.0493,0.0373,,7.98,49.6,11.0,48.6,None,,,,,,,,0,34698.39413016462,1040.0,34698.39413016462,0.0
3797,2001-04-09T15:19:00.000,2001-04-09T15:34:00.000,2001-04-09T16:00:00.000,7.99e-05,-1.0,M7.9,2B,S21W04,9415,Yes,1,25.0,1,114.0,Yes,2001-04-09T15:54:02.000,1192.0,G8,2001-04-09T16:00:00.000,0.127,0.125,,22.1,50.1,19.9,49.6,None,,,,,,,360.0,0,10444341.561686095,1040.0,10444341.561686095,6.4e-06
3798,2001-04-10T04:42:00.000,2001-04-10T05:27:00.000,2001-04-10T13:00:00.000,0.000221,-1.0,X2.2,3B,S23W09,9415,Yes,1,23.0,1,571.0,Yes,2001-04-10T05:30:00.000,2411.0,G8,2001-04-10T05:42:00.000,0.289,0.288,,15.5,50.6,16.5,50.1,ProtonFlare,2001-04-10T07:45:00.000,,,,,,360.0,1,7533118.394989711,1040.0,7533118.394989711,7.900000000000001e-05
3800,2001-04-11T12:56:00.000,2001-04-11T13:26:00.000,2001-04-11T13:49:00.000,2.38e-05,16.0,M2.3,1F,S22W27,9415,Yes,1,8.0,1,161.0,Yes,2001-04-11T13:31:48.000,1103.0,G8,2001-04-11T13:49:00.000,0.0484,0.0458,,14.1,49.8,15.6,49.1,None,,,,,,,360.0,0,1653838.7846189758,1040.0,1653838.7846189758,1e-05
3801,2001-04-11T23:32:00.000,2001-04-12T00:08:00.000,2001-04-12T00:26:00.000,7.75e-06,-1.0,C7.7,2F,S27W33,9415,No,0,-1.0,0,-1.0,Yes,2001-04-11T21:30:05.000,469.0,G8,2001-04-12T00:26:00.000,0.00936,0.008,,8.77,49.7,11.8,49.0,None,,,,,,,74.0,0,18772.43588491246,1040.0,18772.43588491246,2.3e-05
3802,2001-04-12T02:46:00.000,2001-04-12T03:04:00.000,2001-04-12T03:29:00.000,1.32e-05,16.0,M1.3,1N,S22W38,9415,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-04-12T03:29:00.000,0.0173,0.0159,,17.0,49.7,17.3,48.8,None,,,,,,,,0,13351.441175834532,1040.0,13351.441175834532,2.3e-05
3803,2001-04-12T09:32:00.000,2001-04-12T10:28:00.000,2001-04-12T14:52:00.000,0.000203,16.0,X2.0,2B,S19W43,9415,Yes,1,14.0,1,189.0,Yes,2001-04-12T10:31:29.000,1184.0,G8,2001-04-12T10:49:00.000,0.298,0.296,,30.3,50.4,23.8,50.0,ProtonFlare,2001-04-12T11:40:00.000,,,,,,360.0,1,4407739.3620381905,1040.0,4407739.3620381905,2.3e-05
3804,2001-04-14T17:08:00.000,2001-04-14T18:11:00.000,2001-04-14T18:28:00.000,1.03e-05,16.0,M1.0,SF,S16W71,9415,Yes,1,8.0,0,-1.0,Yes,2001-04-14T17:54:05.000,830.0,G8,2001-04-14T18:28:00.000,0.0295,0.0266,,11.4,49.7,13.9,48.8,None,,,,,,,113.0,0,12884042.797619138,1040.0,12884042.797619138,2.4e-06
3805,2001-04-15T08:19:00.000,2001-04-15T08:47:00.000,2001-04-15T09:07:00.000,7.85e-06,-1.0,C7.8,SF,S24W82,9415,Yes,0,-1.0,0,-1.0,Yes,2001-04-15T09:30:05.000,403.0,G8,2001-04-15T09:00:00.000,0.0146,0.00609,,11.3,49.5,13.8,48.7,None,,,,,,,16.0,0,46345.03606888958,1040.0,46345.03606888958,1e-05
3806,2001-04-15T13:17:00.000,2001-04-15T13:50:00.000,2001-04-15T19:37:00.000,0.00145,16.0,X14.4,2B,S20W85,9415,Yes,1,7.0,1,73.0,Yes,2001-04-15T14:06:31.000,1199.0,G8,2001-04-15T13:55:00.000,0.611,0.609,,39.0,51.1,27.7,50.8,ProtonFlare,2001-04-15T13:55:00.000,,,,,,167.0,1,9257171.839493379,1040.0,9257171.839493379,1e-05
3812,2001-04-20T04:57:00.000,2001-04-20T05:23:00.000,2001-04-20T05:43:00.000,1.06e-05,-1.0,M1.0,1F,N16E63,9433,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-04-20T05:43:00.000,0.0173,0.0145,,11.9,49.8,14.2,48.8,None,,,,,,,,0,21635.778343090922,1040.0,21635.778343090922,2e-05
3814,2001-04-20T19:51:00.000,2001-04-20T20:04:00.000,2001-04-20T20:16:00.000,4.19e-05,-1.0,M4.1,1F,N15E55,9433,Yes,0,-1.0,0,-1.0,No,,,G8,2001-04-20T20:16:00.000,0.0423,0.0399,,17.7,50.2,17.7,49.3,None,,,,,,,,0,20235.985378758814,1040.0,20235.985378758814,1e-05
3815,2001-04-22T20:33:00.000,2001-04-22T20:44:00.000,2001-04-22T20:47:00.000,3.26e-05,-1.0,M3.2,1N,N14E18,9433,Yes,1,21.0,0,-1.0,Yes,2001-04-22T21:26:11.000,993.0,G8,2001-04-22T20:47:00.000,0.0107,0.00981,,16.3,50.0,16.9,49.3,None,,,,,,,51.0,0,335444.2855541355,1000.0,335444.2855541355,4e-06
3816,2001-04-23T20:14:00.000,2001-04-23T20:30:00.000,2001-04-23T20:43:00.000,4.04e-05,16.0,M4.0,2N,N14E23,9433,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-04-23T20:43:00.000,0.0438,0.0409,,17.6,50.0,17.6,49.3,None,,,,,,,,0,47134.81590284884,1040.0,47134.81590284884,3.2000000000000005e-05
3817,2001-04-24T05:32:00.000,2001-04-24T05:42:00.000,2001-04-24T05:47:00.000,2.14e-05,-1.0,M2.1,1N,N18E01,9433,Yes,0,-1.0,0,-1.0,Yes,2001-04-24T05:54:05.000,328.0,G8,2001-04-24T05:47:00.000,0.00939,0.00835,,13.8,49.7,15.5,49.1,None,,,,,,,68.0,0,147642.71781000958,1040.0,147642.71781000958,4e-05
3818,2001-04-24T06:49:00.000,2001-04-24T07:00:00.000,2001-04-24T07:08:00.000,3.14e-05,-1.0,M3.1,1N,N18E16,9433,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-04-24T07:08:00.000,0.0169,0.0157,,14.7,49.8,16.0,49.2,None,,,,,,,,0,21999.26310294645,1040.0,21999.26310294645,4e-05
3819,2001-04-24T12:38:00.000,2001-04-24T12:53:00.000,2001-04-24T13:09:00.000,1.61e-05,-1.0,M1.6,1N,N19E15,9433,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-04-24T13:09:00.000,0.0199,0.0184,,14.2,49.7,15.7,48.9,None,,,,,,,,0,18543.10368269348,1040.0,18543.10368269348,4e-05
3820,2001-04-24T17:54:00.000,2001-04-24T18:12:00.000,2001-04-24T18:17:00.000,2.35e-05,-1.0,M2.3,1N,N17E13,9433,Yes,0,-1.0,0,-1.0,Yes,2001-04-24T18:06:05.000,602.0,G8,2001-04-24T18:17:00.000,0.00977,0.00873,,15.9,49.7,16.7,49.1,None,,,,,,,52.0,0,20396.668222556742,1040.0,20396.668222556742,4e-05
3821,2001-04-24T22:12:00.000,2001-04-24T22:24:00.000,2001-04-24T22:30:00.000,1.89e-05,16.0,M1.8,1N,N17E01,9433,Yes,1,5.0,0,-1.0,Yes,2001-04-24T22:06:05.000,864.0,G8,2001-04-24T22:30:00.000,0.0105,0.00939,,14.7,49.7,16.0,49.0,None,,,,,,,89.0,0,15959.044138895944,1040.0,15959.044138895944,3.1e-05
3822,2001-04-24T23:44:00.000,2001-04-24T23:55:00.000,2001-04-25T00:13:00.000,6.87e-06,-1.0,C6.8,SF,N19E09,9433,No,0,-1.0,0,-1.0,Yes,2001-04-24T23:30:06.000,907.0,G8,2001-04-25T00:13:00.000,0.00833,0.00652,,11.3,49.7,13.8,48.6,None,,,,,,,44.0,0,16330.472944695672,1040.0,16330.472944695672,3.1e-05
3823,2001-04-25T07:56:00.000,2001-04-25T08:40:00.000,2001-04-25T08:59:00.000,5.39e-06,16.0,C5.3,SF,N20E02,9433,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-04-25T08:59:00.000,0.0125,0.00905,,7.97,49.7,11.0,48.6,None,,,,,,,,0,35331.16053026162,1040.0,35331.16053026162,2.3e-05
3824,2001-04-25T13:37:00.000,2001-04-25T13:48:00.000,2001-04-25T13:59:00.000,2.79e-05,-1.0,M2.7,2N,N18W09,9433,Yes,1,4.0,0,-1.0,Yes,2001-04-25T14:06:06.000,856.0,G8,2001-04-25T13:59:00.000,0.0214,0.0201,,13.7,49.9,15.4,49.2,None,,,,,,,97.0,0,613875.8898323437,1040.0,613875.8898323437,2.3e-05
3825,2001-04-25T15:29:00.000,2001-04-25T16:03:00.000,2001-04-25T16:24:00.000,6.66e-06,16.0,C6.6,SF,N19E00,9433,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-04-25T16:24:00.000,0.0178,0.0127,,9.9,49.8,12.8,48.7,None,,,,,,,,0,30939.511566384615,1040.0,30939.511566384615,2.7000000000000002e-05
3826,2001-04-26T11:22:00.000,2001-04-26T13:12:00.000,2001-04-26T20:23:00.000,7.89e-05,16.0,M7.8,2N,N17W23,9433,Yes,1,6.0,1,712.0,Yes,2001-04-26T12:30:05.000,1006.0,G8,2001-04-26T13:19:00.000,0.0922,0.0841,,16.1,50.3,16.8,49.6,ProtonFlare,2001-04-27T05:30:00.000,,,,,,360.0,1,575951.7360390513,1040.0,575951.7360390513,2.7000000000000002e-05
3827,2001-04-27T03:20:00.000,2001-04-27T03:37:00.000,2001-04-27T04:07:00.000,5.02e-06,16.0,C5.0,SF,N20W22,9433,Yes,0,-1.0,0,-1.0,Yes,2001-04-27T03:54:05.000,315.0,G8,2001-04-27T04:07:00.000,0.0101,0.00539,,9.37,49.6,12.3,48.6,None,,,,,,,53.0,0,15050.967553204864,1040.0,15050.967553204864,7.8e-05
3828,2001-04-27T19:05:00.000,2001-04-27T19:15:00.000,2001-04-27T19:35:00.000,1.26e-05,16.0,M1.2,1F,N18W37,9433,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-04-27T19:35:00.000,0.0148,0.0121,,12.8,49.7,14.8,48.8,None,,,,,,,,0,12243.784799125631,1040.0,12243.784799125631,4.9999999999999996e-06
3829,2001-04-27T22:56:00.000,2001-04-27T23:34:00.000,2001-04-27T23:58:00.000,6.23e-06,16.0,C6.2,SF,N19W34,9433,Yes,0,-1.0,0,-1.0,Yes,2001-04-28T00:30:05.000,270.0,G8,2001-04-27T23:58:00.000,0.0187,0.0102,,8.51,49.8,11.5,48.7,None,,,,,,,32.0,0,43314.32244608994,1040.0,43314.32244608994,1.2e-05
3830,2001-04-28T08:47:00.000,2001-04-28T09:34:00.000,2001-04-28T09:46:00.000,7.04e-06,-1.0,C7.0,1F,N16W42,9433,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-04-28T09:46:00.000,0.0112,0.00854,,8.77,49.8,11.8,49.4,None,,,,,,,,0,21271.526644918187,1040.0,21271.526644918187,1.2e-05
3832,2001-05-01T18:57:00.000,2001-05-01T19:17:00.000,2001-05-01T19:45:00.000,2.44e-05,-1.0,M2.4,SF,N22W77,9433,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-05-01T19:45:00.000,0.0452,0.0417,,15.2,49.8,16.3,49.1,None,,,,,,,,0,12149.02884506001,1040.0,12149.02884506001,4.2e-06
3834,2001-05-02T02:03:00.000,2001-05-02T02:36:00.000,2001-05-02T03:09:00.000,2.71e-06,16.0,C2.7,SF,N24E35,9445,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-05-02T03:09:00.000,0.00924,0.00403,,6.25,49.9,9.09,48.9,None,,,,,,,,0,23122.918969278875,1040.0,23122.918969278875,2.4e-05
3835,2001-05-04T14:26:00.000,2001-05-04T15:00:00.000,2001-05-04T16:07:00.000,4.14e-06,16.0,C4.1,SF,N12W35,9447,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-05-04T16:07:00.000,0.0181,0.0124,,7.25,49.7,10.4,48.7,None,,,,,,,,0,26459.055093902487,1040.0,26459.055093902487,2.2999999999999996e-06
3836,2001-05-04T18:14:00.000,2001-05-04T19:25:00.000,2001-05-04T20:02:00.000,2.94e-06,16.0,C2.9,SF,N12W38,9447,Yes,0,-1.0,0,-1.0,Yes,2001-05-04T19:54:05.000,207.0,G8,2001-05-04T20:02:00.000,0.0149,0.00929,,6.37,49.8,9.24,48.9,None,,,,,,,74.0,0,54617.486811449555,1040.0,54617.486811449555,4.1e-06
3837,2001-05-05T08:36:00.000,2001-05-05T08:56:00.000,2001-05-05T09:15:00.000,1.06e-05,-1.0,M1.0,1F,N25W06,9445,Yes,0,-1.0,0,-1.0,Yes,,,G8,2001-05-05T09:15:00.000,0.0146,0.0126,,10.6,49.7,13.3,48.8,None,,,,,,,,0,13257.130167393036,1040.0,13257.130167393036,4.1e-06
3838,2001-05-06T19:28:00.000,2001-05-06T20:11:00.000,2001-05-06T20:31:00.000,7.98e-06,16.0,C7.9,SF,N24W28,9445,Yes,0,-1.0,0,-1.0,Yes,2001-05-06T21:30:08.000,480.0,G8,2001-05-06T20:31:00.000,0.0156,0.0139,,9.32,49.7,12.3,48.9,None,,,,,,,38.0,0,19179.731736500406,1040.0,19179.731736500406,2.8e-06
3839,2001-05-07T11:25:00.000,2001-05-07T12:20:00.000,2001-05-07T14:27:00.000,3.95e-06,144.0,C3.9,SF,N25W35,9445,Yes,0,-1.0,0,-1.0,Yes,2001-05-07T12:06:06.000,1223.0,G8,2001-05-07T12:51:00.000,0.0112,0.00865,,7.31,49.7,10.5,48.6,ProtonFlare,2001-05-07T14:05:00.000,,,,,,205.0,1,27300.87779596644,1040.0,27300.87779596644,7.9e-06
